source_code,identifier,rotulo,title,date,format,description,relation
PUBLICACIONES-C001,ES-CEDCS-ZARZA-PUBLICACIONES-C001,C001,"[Caja 1: Materiales para preparación de libro ""diseño SIN diseño. Cincuenta objetos anarquistas"" ]",[s.f.] - 2013,1 caja de archivo definitivo (contiene 3 carpetas de conservación).,"Materiales de trabajo y pruebas de edición para el libro [diseño SIN diseño. Cincuenta objetos anarquistas]. Contiene un ejemplar desmontado de prueba, otro ejemplar completo, fotocopias de referencia, notas manuscritas preparatorias y expedientes grapados de producción.",PUBLICACIONES
PUBLICACIONES-C001-P001,ES-CEDCS-ZARZA-PUBLICACIONES-C001-P001,C001-P001,"[Carpeta 1: Prueba de imprenta de  ""diseño SIN diseño. Cincuenta objetos anarquistas"" y otros documentos]",[s.f.] - 2013,1 carpeta de conservación,"Documentación vinculada al proceso de redacción, maquetación y edición del libro  ""diseño SIN diseño. Cincuenta objetos anarquistas"". Reúne un ejemplar impreso definitivo de la publicación, así como un juego de pruebas de imprenta desmontado con correcciones manuscritas en el texto. Incluye también fotocopias  grapadas: ""Capítulo 5. Visión estereoscópica"" y material fotográfico José Millán-Astray acompañado de una anotación manuscrita con la consigna ""Muera la inteligencia"".",PUBLICACIONES
PUBLICACIONES-C001-P002,ES-CEDCS-ZARZA-PUBLICACIONES-C001-P002,C001-P002,"[Carpeta 2: Borradores preparatorios acumulados durante el proceso de investigación, compilación de fuentes y elaboración del proyecto editorial de la obra ""diseño SIN diseño. Cincuenta objetos anarquistas""]",[s.f.] - 2013,1 carpeta de conservación,"Reúne material de trabajo y borradores preparatorios acumulados durante el proceso de investigación, compilación de fuentes y elaboración del proyecto editorial de la obra ""diseño SIN diseño. Cincuenta objetos anarquistas"". El conjunto integra manuscritos autógrafos, notas de trabajo con fotocomposición manual y material fotográfico adosado a los soportes, copias reprográficas monocromáticas y a color, correspondencia electrónica impresa e impresos preliminares con elementos de señalización y correcciones del texto.",PUBLICACIONES
PUBLICACIONES-C001-P003,ES-CEDCS-ZARZA-PUBLICACIONES-C001-P003,C001-P003,"[Carpeta 3: Posible material preparatorio de libro ""diseño SIN diseño. Cincuenta objetos anarquistas"". Grupos de fotocopias]",[s.f.],1 carpeta de conservación,Documentación de naturaleza exclusivamente textual constituida por agrupaciones de copias reprográficas reunidas mediante elementos metálicos de sujeción (grapas y clips). El conjunto comprende fragmentos e impresos de procedencia y contexto funcional no determinados.,PUBLICACIONES
PUBLICACIONES-C002,ES-CEDCS-ZARZA-PUBLICACIONES-C002,C002,"[Caja 2: Materiales de preparación de libro ""diseño SIN diseño. Cincuenta objetos anarquistas"" y ""La Infiltración"" ]",[ca. 2005 - ca. 2009],1 caja de archivo definitivo (contiene 5 carpetas de conservación).,"Materiales de preparacion de libro ""diseño SIN diseño. Cincuenta objetos anarquistas"" y publicación ""La Infiltración""",PUBLICACIONES
PUBLICACIONES-C002-P001,ES-CEDCS-ZARZA-PUBLICACIONES-C002-P001,C002-P001,"[Carpeta 1: Material preparatorio de libro""diseño SIN diseño. Cincuenta objetos anarquistas""]",[s.f.],1 carpeta de conservación,"Material de trabajo y borradores preparatorios acumulados en el desarrollo del proyecto editorial del libro ""diseño SIN diseño. Cincuenta objetos anarquistas"". El conjunto comprende pruebas de imprenta preliminares con textos de muestra y galeradas con correcciones manuscritas autógrafas, copias reprográficas a color con anotaciones marginales y reproducciones de material gráfico e impresos recortables de la Guerra Civil Española (1936-1939) con representación de iconografía anarquista.",PUBLICACIONES
PUBLICACIONES-C002-P002,ES-CEDCS-ZARZA-PUBLICACIONES-C002-P002,C002-P002,"[Carpeta 2: Material preparatorio de libro""diseño SIN diseño. Cincuenta objetos anarquistas""]",[s.f.],1 carpeta de conservación,"Documentación preparatoria del proceso de revisión, maquetación y fotocomposición para la publicación del libro ""diseño SIN diseño. Cincuenta objetos anarquistas"". El conjunto integra galeradas y pruebas de imprenta con correcciones manuscritas autógrafas en los soportes, acompañadas de material gráfico compuesto por impresiones fotográficas de contacto e imágenes en miniatura seleccionadas para la maquetación de la obra.",PUBLICACIONES
PUBLICACIONES-C002-P003,ES-CEDCS-ZARZA-PUBLICACIONES-C002-P003,C002-P003,"[Carpeta 3: Material preparatorio de libro""diseño SIN diseño. Cincuenta objetos anarquistas""]",2009.0,1 carpeta de conservación,"Documentación vinculada al proceso de revisión editorial, corrección de galeradas y coordinación entre autores para la publicación de la obra ""diseño SIN diseño. Cincuenta objetos anarquistas"". El conjunto reúne pruebas de imprenta con anotaciones y correcciones manuscritas autógrafas en los soportes, junto con correspondencia electrónica impresa relativa a las gestiones de edición e intercambiada por el coautor Koldo Artieda.",PUBLICACIONES
PUBLICACIONES-C002-P004,ES-CEDCS-ZARZA-PUBLICACIONES-C002-P004,C002-P004,"[Carpeta 4: Maqueta de preproducción y borrador de paginación del número 2 de la publicación ""La Infiltración""]",2005.0,1 carpeta de conservación,"Maqueta de preproducción y borrador de paginación (monstruo de imprenta) del número 2 (2005) de la publicación seriada ""La Infiltración"", dedicado al monográfico «La monarquía». La unidad está integrada por copias reprográficas grapadas estructuradas a modo de ejemplar de muestra para el diseño, maquetación y fotocomposición final de la edición.",PUBLICACIONES
PUBLICACIONES-C002-P005,ES-CEDCS-ZARZA-PUBLICACIONES-C002-P005,C002-P005,"[Carpeta 5: Ejemplares de papel A4 para correspondencia en blanco de la publicación ""La Infiltración""]",[s.f.],1 carpeta de conservación,"Ejemplares de papel A4 para correspondencia en blanco de la publicación ""La Infiltración"". Las páginas contienen el logotipo en zona superior, datos de localización postal en L'Escala (Girona) y lema tipografiado al pie (""Precipitemos los acontecimientos"").",PUBLICACIONES
PUBLICACIONES-C003,ES-CEDCS-ZARZA-PUBLICACIONES-C003,C003,[Caja 3: Galeradas y pruebas de imprenta en formato DIN A4 ],[s.f.],1 caja de archivo definitivo (contiene 3 carpetas de conservación).,"Galeradas y pruebas de imprenta en formato DIN A4 (en blanco y negro) con correcciones manuscritas a lápiz en los soportes, correspondientes a la revisión editorial de una obra literaria no identificada, tal vez la biografía de Pedro Luis de Gálvez realizada por Quico Rivas. El conjunto comprende el esquema de sumario y borradores de texto estructurados en la sección ""Primera parte: La forja de un hampón"", e incluye capítulos titulados ""Navidades negras en la Puerta del Sol"", ""La tripulación rinde homenaje a Ramón"" y ""Añoranzas sevillanas y verificación de un texto de Apollinaire"", etc.",PUBLICACIONES
PUBLICACIONES-C003-P001,ES-CEDCS-ZARZA-PUBLICACIONES-C003-P001,C003-P001,[Carpeta 1: Galeradas y pruebas de imprenta carpeta 1 de 3],[s.f.],1 carpeta de conservación,"Galeradas y pruebas de imprenta en formato DIN A4 (en blanco y negro) con correcciones manuscritas a lápiz en los soportes, correspondientes a la revisión editorial de una obra literaria no identificada.",PUBLICACIONES
PUBLICACIONES-C003-P002,ES-CEDCS-ZARZA-PUBLICACIONES-C003-P002,C003-P002,[Carpeta 2: Galeradas y pruebas de imprenta carpeta  2 de 3],[s.f.],1 carpeta de conservación,"Galeradas y pruebas de imprenta en formato DIN A4 (en blanco y negro) con correcciones manuscritas a lápiz en los soportes, correspondientes a la revisión editorial de una obra literaria no identificada.",PUBLICACIONES
PUBLICACIONES-C003-P003,ES-CEDCS-ZARZA-PUBLICACIONES-C003-P003,C003-P003,[Carpeta 3: Galeradas y pruebas de imprenta carpeta 3 de 3],[s.f.],1 carpeta de conservación,"Galeradas y pruebas de imprenta en formato DIN A4 (en blanco y negro) con correcciones manuscritas a lápiz en los soportes, correspondientes a la revisión editorial de una obra literaria no identificada.",PUBLICACIONES
PUBLICACIONES-C004,ES-CEDCS-ZARZA-PUBLICACIONES-C004,C004,[Caja 4: Artículos de prensa de y sobre Kiko Rivas. Otros documentos],[ca. 1999 - ca. 2008],1 caja de archivo definitivo (contiene 2 carpetas de conservación).,"Reúne dossier de prensa, escritos en homenaje y catálogos de exposiciones dedicados a la figura y memoria de Francisco Rivas (Kiko Rivas). El conjunto comprende manuscritos autógrafos sobre el colectivo C.O.A.I.N. , un ejemplar impreso del ""Comunicado número 2"" de dicha agrupación, ensayos y artículos de crítica de arte redactados por Kiko Rivas sobre artistas plásticos, copias reprográficas de fragmentos de libros y publicaciones, composiciones poéticas y reproducciones de material gráfico y periodístico de y sobre el autor.",PUBLICACIONES
PUBLICACIONES-C004-P001,ES-CEDCS-ZARZA-PUBLICACIONES-C004-P001,C004-P001,[Carpeta 1: Prensa Kiko Rivas carpeta 1 de 2],[ca. 1999 - ca. 2008],1 carpeta de conservación,"Reúne dossier de prensa, homenajes y catálogos dedicados a la trayectoria artística y memoria de Francisco Rivas (Kiko Rivas). Incluye el manuscrito de C.O.A.I.N. ""Comunicado número 2: A Grazalema!!!... es el Lema"" para una exposición conmemorativa, fotocopias del libro ""EL PASO DEL ECUADOR DE LUIS CLARAMUNT"", recortes de prensa, ejemplar de Diagonal y artículos del Diario de Sevilla de 2003 y de la publicación Puerto de las Artes de 1999, composiciones poéticas en homenaje A Kiko Rivas de 2008, relaciones impresas de exposiciones con su repertorio bibliográfico y el catálogo de la exposición ""Before the Poison"" (2008).",PUBLICACIONES
PUBLICACIONES-C004-P002,ES-CEDCS-ZARZA-PUBLICACIONES-C004-P002,C004-P002,[Carpeta 2: Prensa Kiko Rivas carpeta 2 de 2],[ca. 2005],1 carpeta de conservación,"Reúne ensayos y escritos de crítica de arte redactados por Francisco Rivas (Kiko Rivas) sobre artistas plásticos, así como el texto para el proyecto Copilandia titulado ""Tecnoliberación. Los dialectos moleculares de la anarquía"" (2005). El conjunto integra el impreso ""Comunicado número 2"" del colectivo C.O.A.I.N., copias reprográficas de fragmentos de libros y publicaciones (entre ellas la edición poética de César González-Ruano prologada y anotada por Kiko Rivas), composiciones poéticas, reproducciones de material gráfico y un dossier de prensa con artículos periodísticos de y sobre Kiko Rivas.",PUBLICACIONES
PUBLICACIONES-C005,ES-CEDCS-ZARZA-PUBLICACIONES-C005,C005,[Carpeta A2: Ejemplares de Refractor y La Infiltración],[s.f.],1 carpeta tamaño A2 de conservación,"Agrupación documental integrada por cuatro carpetas de conservación (tres dedicadas a la publicación  ""Refractor"" y una a ""La Infiltración""). Reúne ejemplares impresos de ambas publicaciones, borradores preparatorios de edición, impresos de difusión y propaganda (afiches y folletos), recortes de prensa y material fotográfico con retratos de colaboradores y participantes en los eventos vinculados, identificándose imágenes de Rafael Zarza y Francisco Rivas (Kiko Rivas). Incluye tambien bocetos en fotocopia, un ejemplar de ""A LA GUILLOTINA"" y un ejemplar de ""El Plante"".",PUBLICACIONES
PUBLICACIONES-C006,ES-CEDCS-ZARZA-PUBLICACIONES-C006,C006,[Caja 6: Materiales relevantes Refractor 1],[ca. 1997 - ca. 2001],1 caja de archivo definitivo (contiene 2 carpetas de conservación).,"Documentación preparatoria, de gestión y difusión de la publicación seriada ""Refractor"". El conjunto comprende recortes de prensa impresos, ejemplares de los textos monográficos ""El sol negro"" y ""Variaciones Orsini"", papelería corporativa timbrada, impresiones con propuestas de diseño de logotipos, estampaciones de sellos e impresos de propaganda (octavillas).",PUBLICACIONES
PUBLICACIONES-C006-P001,ES-CEDCS-ZARZA-PUBLICACIONES-C006-P001,C006-P001,"[Carpeta 1: Refractor: Recortes prensa, El Sol Negro y varios]",[ca. 1997 - ca. 2001],1 carpeta de conservación,"Agrupación de carpetas de conservación relativas a la gestión, difusión y dossiers de prensa de la publicación ""Refractor"" (1998-2001). Reúne una nota manuscrita autógrafa de David ""Rag Cutter"" sobre la documentación, la carpeta rotulada ""G8 Enova"" con recortes de prensa impresos de la época de la publicación (1998-2001), las carpetas tituladas ""El sol negro y las variaciones Orsini"" y ""A por el todo"" con impresos diversos de difusión, así como una carpeta con carátula de expediente contable titulada ""Refractor : recibos, albaranes, presupuestos, facturas..."" desprovista de contenido documental en su interior.",PUBLICACIONES
PUBLICACIONES-C006-P002,ES-CEDCS-ZARZA-PUBLICACIONES-C006-P002,C006-P002,"[Carpeta 2: Refractor: Papel timbrado, sellos , logos y octavillas]",[ca. 1997 - ca. 2001],1 carpeta de conservación,"Carpeta de conservación rotulada ""Papel timbrado, sellos, logos, octavillas"". El conjunto reúne papelería corporativa timbrada e impresos en blanco y documentacion variada.",PUBLICACIONES
PUBLICACIONES-C007,ES-CEDCS-ZARZA-PUBLICACIONES-C007,C007,[Caja 7: Materiales relevantes Refractor 2],[ca. 1997 - ca. 2001],1 caja de archivo definitivo (contiene 2 carpetas de conservación).,"Agrupación de carpetas de conservación con materiales de trabajo y edición de la publicación seriada ""Refractor"". El conjunto contiene la carpeta rotulada ""Textos varios Refractor"" con borradores y textos del proceso editorial, la carpeta titulada ""Iconografía Refractor"" acompañada de bocetos e impresos preparatorios para el póster ""Los Borbones en pelota"", y la carpeta rotulada ""Notas al vuelo, avisos, mensajes, correspondencia Refractor + Infiltración"", comprensiva de notas autógrafas, avisos y correspondencia intercambiada entre los grupos editoriales de las publicaciones ""Refractor"" y ""La Infiltración"".",PUBLICACIONES
PUBLICACIONES-C007-P001,ES-CEDCS-ZARZA-PUBLICACIONES-C007-P001,C007-P001,[Carpeta 1: Refractor: Textos varios Refractor y otros documentos],[ca. 1997 - ca. 2001],1 carpeta de conservación,"Carpeta de conservación rotulada ""Textos varios Refractor"". El conjunto reúne borradores manuscritos e impresos, galeradas de edición con correcciones y anotaciones manuscritas autógrafas sobre los soportes, esquemas de sumarios e índices, y copias reprográficas de trabajo utilizadas en la redacción, revisión y maquetación de la publicación ""Refractor"".",PUBLICACIONES
PUBLICACIONES-C007-P002,ES-CEDCS-ZARZA-PUBLICACIONES-C007-P002,C007-P002,"[Carpeta 2: Refractor: Maquetas, textos e incoinografía]",[ca. 1997 - ca. 2001],1 carpeta de conservación,"Reúne materiales de trabajo y maquetas de preproducción de la publicación seriada ""Refractor"". El conjunto integra la carpeta titulada ""Iconografía Refractor"" con copias reprográficas de fuentes e iconografía gráfica, borradores de artículos en proceso de redacción con correcciones manuscritas autógrafas, así como impresos y bocetos preparatorios para el póster ""Los Borbones en pelota"". Se completa con la carpeta rotulada ""Notas al vuelo, avisos, mensajes, correspondencia Refractor + Infiltración"", comprensiva de correspondencia, notas autógrafas y avisos administrativos intercambiados entre los equipos editoriales de las publicaciones ""Refractor"" y ""La Infiltración"".",PUBLICACIONES
PUBLICACIONES-C008,ES-CEDCS-ZARZA-PUBLICACIONES-C008,C008,[Caja 8: Materiales relevantes Refractor 3],[ca. 1997 - ca. 2001],1 caja de archivo definitivo (contiene 3 carpetas de conservación).,"Reúne documentación preparatoria, de gestión y difusión de la publicación seriada ""Refractor"" y del colectivo Ediciones Los Troncos (1998). Comprende ejemplares impresos y copias reprográficas de ""Refractor"", borradores de debate editorial, textos autógrafos de Luis Falcón, dossier de prensa, propaganda (afiches y fanzines del evento ""El estado es la obra de arte"" y del II Salón Refractario en la Galería Buades), información sobre Cruz Negra Anarquista y un ejemplar de la publicación ""Amor y rabia"" (número 55).",PUBLICACIONES
PUBLICACIONES-C008-P001,ES-CEDCS-ZARZA-PUBLICACIONES-C008-P001,C008-P001,[Carpeta 1: Refractor: Documentacion y prensa recibida,[ca. 1997 - ca. 2001],1 carpeta de conservación,"Reúne documentación preparatoria y ejemplares de la publicación seriada ""Refractor"". El conjunto integra borradores e impresos de textos sometidos a debate editorial, ejemplares originales y copias reprográficas de números de la publicación, la reproducción reprográfica del cartel promocional de presentación del número 3 (fechado el 23 de abril de 1998), así como la carpeta de conservación rotulada ""prensa recibida Refractor"" con recortes de prensa e impresos de publicaciones periódicas contemporáneas.",PUBLICACIONES
PUBLICACIONES-C008-P002,ES-CEDCS-ZARZA-PUBLICACIONES-C008-P002,C008-P002,[Carpeta 2: Refractor: Bocangel y documentacion variada],[ca. 1997 - ca. 2001],1 carpeta de conservación,"Sobre de conservación rotulado ""Archivar Refractor + Ediciones Los Troncos"" con documentación de gestión, difusión y actividades de la publicación ""Refractor"" y el colectivo Ediciones Los Troncos. Reúne impresos y materiales del evento ""El estado es la obra de arte"", celebrado el 5 de junio de 1998 en Madrid (calle Bocángel, 59), fanzines y publicaciones de formato menor, borradores de trabajo, impresos de propaganda (afiches), documentación informativa sobre Cruz Negra Anarquista, recortes de prensa y reproducciones reprográficas de ""Refractor"". Incluye asimismo una carpeta de conservación con impresos informativos sobre las actividades de tatuaje desarrolladas en la sede de la calle San Carlos número 13.",PUBLICACIONES
PUBLICACIONES-C008-P003,ES-CEDCS-ZARZA-PUBLICACIONES-C008-P003,C008-P003,[Carpeta 3: Refractor: Bocangel y segundo salón refractario],[ca. 1997 - ca. 2001],1 carpeta de conservación,"Reúne documentación de gestión, difusión y producción de actividades vinculadas a la publicación ""Refractor"" (1998). El conjunto comprende textos firmados por Luis Falcón de abril de 1998, impresos informativos del evento celebrado el 5 de junio de 1998 en la calle Bocángel, folletos de propaganda para la presentación del número 2 de ""Refractor"", la relación de artistas participantes en el II Salón Refractario en la Galería Buades (1998) y un ejemplar de la publicación seriada ""Amor y rabia"" (número 55).",PUBLICACIONES
PUBLICACIONES-C009,ES-CEDCS-ZARZA-PUBLICACIONES-C009,C009,[Caja 9: Materiales relevantes Refractor 4],[ca. 1997 - ca. 2001],1 caja de archivo definitivo (contiene 2 carpetas de conservación).,"Reúne documentación de difusión, dossiers de prensa y materiales de trabajo de la publicación seriada ""Refractor"" y de los Salones Refractarios. Incluye borradores de debate editorial, impresos promocionales de los números 1 al 5, dossiers del I y II Salón Refractario en la Galería Buades (1998), un ejemplar de ""El municipio español desde la época de Roma"" (1945), carteles promocionales, una fotografía original de Rafael Montesinos e información sobre la exposición de Sevilla (2018).",PUBLICACIONES
PUBLICACIONES-C009-P001,ES-CEDCS-ZARZA-PUBLICACIONES-C009-P001,C009-P001,[Carpeta 1: Refractor: Documentacion variada y KAX 1013],[ca. 1997 - ca. 2001],1 carpeta de conservación,"Reúne documentación de difusión, actividades y material gráfico vinculados a la publicación ""Refractor"". El conjunto comprende dossier informativo del II Salón Refractario en la Galería Buades, impresos del acto de presentación de la revista ""Refractor"" (con intervención de Antonio Artero, Kiko Rivas, Ernesto García Camarero y Julián Marcos), un ejemplar del capítulo 2 de la publicación ""El municipio español desde la época de Roma"" (1945) y el cartel de convocatoria de ""Club de Ciudadanos"". Se completa con reproducciones reprográficas del cartel de ""Refractor 2"" con la leyenda ""KAX 1013 El partido del diablo"", croquis de localización manuscrito de las sedes y una fotografía original de Rafael Montesinos que registra la inscripción manuscrita ""Dios es negra"".",PUBLICACIONES
PUBLICACIONES-C009-P002,ES-CEDCS-ZARZA-PUBLICACIONES-C009-P002,C009-P002,[Carpeta 2: Refractor: Documentación variada y salones refractarios],[ca. 1997 - ca. 2001],1 carpeta de conservación,"Reúne documentación de gestión, difusión y dossiers de prensa de la publicación seriada ""Refractor"". El conjunto comprende materiales informativos de la presentación del número 1 en el estudio de tatuajes de la calle San Marcos y en el Travelin Bar, de los números 4-5 en la sede de la calle Bocángel, así como los dossiers del I Salón Refractario y del II Salón Refractario celebrado en la Galería Buades (10 de febrero de 1998). Se completa con recortes de prensa sobre los Salones Refractarios y la exposición de Sevilla de septiembre de 2018, además de un conjunto de textos sometidos a debate editorial.",PUBLICACIONES
PUBLICACIONES-C010,ES-CEDCS-ZARZA-PUBLICACIONES-C010,C010,[Caja 10: Kiko Rivas y Antonio Pérez 1 de 2],[s.f.],1 caja de archivo definitivo (contiene 2 carpetas de conservación).,"Reúne documentación personal, editorial y jurídica de Francisco Rivas (Kiko Rivas) y Antonio Pérez. Incluye la carpeta ""Kiko Rivas"" con galeradas corregidas de ""Refractor"", correspondencia, fotografías, el catálogo ""Before the Poison"", publicaciones de Equipo Múltiple (1969-1972) y los ""Textos refractarios"" de Alí Calabrés. Se completa con los escritos de Antonio Pérez (""La internacional de la credulidad""), propaganda política, un ejemplar del ""Boletín 00"" (1999), un CD-ROM (2005), expedientes judiciales y el texto de la pieza dramática ""Venganza picoleta"".",PUBLICACIONES
PUBLICACIONES-C010-P001,ES-CEDCS-ZARZA-PUBLICACIONES-C010-P001,C010-P001,"[Carpeta 1: Kiko Rivas ""EL LIBRO ROJO"" y documentacion variada]",[s.f.],1 carpeta de conservación,"Carpeta rotulada ""Kiko Rivas"". Reúne documentación personal, bio-bibliográfica y editorial de Francisco Rivas (Kiko Rivas) y colaboradores. El conjunto contiene galeradas de la publicación ""Refractor"" con correcciones manuscritas autógrafas de Kiko Rivas, correspondencia electrónica de Rafael Zarza, la nota manuscrita ""Para el gran Kiko"", ensayos de Kiko Rivas y un folio manuscrito con el directorio telefónico de colaboradores de ""Refractor"". Se completa con el catálogo de la exposición ""Before the Poison"", la ilustración ""Castelo Belo"", impresiones digitales a color de reportajes fotográficos de Kiko Rivas y Rafael Zarza, reproducciones gráficas a color sobre la ""Bomba Orsini"", carteles del Salón Refractario, un comunicado de C.O.A.I.N., publicaciones del colectivo Equipo Múltiple (1969-1972), dossier de prensa e impresos de los ""Textos refractarios"" de Alí Calabrés (Emilio Sola). Segunda carpeta rotulada ""EL LIBRO ROJO"" con collages originales de Kiko Rivas.",PUBLICACIONES
PUBLICACIONES-C010-P002,ES-CEDCS-ZARZA-PUBLICACIONES-C010-P002,C010-P002,[Carpeta 2: Antonio Pérez y documentacion variada],[s.f.],1 carpeta de conservación,"Reúne documentación producida, reunida e interpuesta por Antonio Pérez. El conjunto integra impresos y ensayos del autor, una carpeta de conservación con los textos titulados ""La internacional de la credulidad"", impresiones fotográficas a color en formato DIN A4 y un soporte óptico (CD-ROM) rotulado ""Tres dibujos yanomami"" de marzo de 2005. Se completa con documentación y propaganda de carácter político, un ejemplar del ""Boletín 00"" (marzo de 1999), varios expedientes judiciales compuestos por sentencias, resoluciones y recursos de apelación, y un ejemplar impreso de la pieza dramática ""Venganza picoleta"" (tragicomedia de actualidad en tres actos) firmada por Euclides Perdomo.",PUBLICACIONES
PUBLICACIONES-C011,ES-CEDCS-ZARZA-PUBLICACIONES-C011,C011,[Caja 11: Kiko Rivas y Antonio Pérez 2 de 2],[s.f.],1 caja de archivo definitivo (contiene 2 carpetas de conservación).,"Reúne documentación de Antonio Pérez y Francisco Rivas (Kiko Rivas) (1956-2006). Incluye un ejemplar de la novela ""Dos amigos casuales"" (1956), borradores con correcciones autógrafas de Antonio Pérez, materiales del seminario de la Fundación César Manrique (2006), carpetas temáticas y dos CD-ROM. Se completa con los expedientes organizativos, impresos de difusión (carteles y afiches), dossier de prensa y reportajes fotográficos a color de la exposición en homenaje a Kiko Rivas en la Nelson Gallery (""A Grazalema es el lema, C.O.A.I.N. archivo Q, Nelson Gallery"").",PUBLICACIONES
PUBLICACIONES-C011-P001,ES-CEDCS-ZARZA-PUBLICACIONES-C011-P001,C011-P001,"[Carpeta 1: Antonio Pérez documentación personal, de investigación y producción intelectual]",[s.f.],1 carpeta de conservación,"Reúne documentación personal, de investigación y producción intelectual de Antonio Pérez. El conjunto contiene un ejemplar impreso de su novela ""Dos amigos casuales"" (1956), borradores manuscritos e impresos con correcciones autógrafas del autor, materiales preparatorios para el seminario ""Una visión territorial integrada de las islas"" (Fundación César Manrique, 2006) y la carpeta rotulada ""Canal historia masonería"". Se completa con impresiones fotográficas a color con retratos de Kiko Rivas y Rafael Zarza y otros, reproducciones en blanco y negro y dos soportes ópticos (CD-ROM) etiquetados ""Un rey golpe a golpe"" y ""Agosto 04 Antonio Pérez"" (2004).",PUBLICACIONES
PUBLICACIONES-C011-P002,ES-CEDCS-ZARZA-PUBLICACIONES-C011-P002,C011-P002,"[Carpeta 2: Kiko Rivas ""A Grazalema es el lema""]",[s.f.],1 carpeta de conservación,"Carpeta de conservación rotulada ""A Grazalema es el lema, C.OA.I.N. archivo Q, Nelson Gallery"". Reúne documentación organizativa manuscrita, impresos de difusión (afiches y carteles) y registros gráficos de la exposición conmemorativa en homenaje a Francisco Rivas (Kiko Rivas) celebrada en la Nelson Gallery. El conjunto incluye impresiones y copias reprográficas a color con vistas de las galerías, piezas exhibidas y retratos de artistas participantes (Rafael Zarza, Kiko Rivas, Sonia, Marc Viaplana, Willy Dick, David Rag Cutter y Loncho Gil), así como recortes de prensa, fotografías del panteón familiar de Kiko Rivas, la guía de instrucciones para la confección de una cápsula del tiempo conmemorativa y muestras impresas de la tipografía Orsini.",PUBLICACIONES
EXPOSICIONES-C012,ES-CEDCS-ZARZA-EXPOSICIONES-C012,C012,[Caja 12: Catálogos de exposiciones artísticas],[s.f.],1 caja de archivo definitivo (contiene 1 carpeta de conservación).,Reúne catálogos de exposiciones artísticas y publicaciones monográficas de diversos creadores.,Cabe mas material
EXPOSICIONES-C012-P001,ES-CEDCS-ZARZA-EXPOSICIONES-C012-P001,C012-P001,[Carpeta 1: Catálogos de exposiciones artísticas y publicaciones monográficas],[s.f.] - 1999,1 carpeta de conservación,"Reúne catálogos de exposiciones artísticas y publicaciones monográficas de diversos creadores (1995-1999). El conjunto contiene catálogos de las exposiciones individuales de Arturo Marián Llanos (""Viento de lo otro"", 1998), Carlos García-Alix, Carlos Blochs (""Sombras"") y Teresa Lanceta (Galería Miguel Espel, 1995). Se completa con ejemplares de las publicaciones ""Qué hago aquí"" (1999), ""La estación sin nombre"" de Emilio Sola y la monografía ""Industrial Revolution and Social Reform in the Manchester Region"".",EXPOSICIONES
PUBLICACIONES-C013,ES-CEDCS-ZARZA-PUBLICACIONES-C013,C013,"[Caja 13: Material gráfico, prensa e impresos de propaganda de temática política y libertaria]",[s.f.],1 caja de archivo definitivo (contiene 2 carpetas de conservación).,"Reúne material gráfico, prensa e impresos de propaganda de temática política y libertaria. Incluye una fotografía original (en blanco y negro) de Javier Campano del mitin confederal de San Sebastián de los Reyes (""Javier Campano. Mitin confederal de San Sebastián de los Reyes, Madrid, 1977""), dos ejemplares del periódico ""CNT"" (2005) y copias reprográficas de publicaciones y fanzines ideológicos.",PUBLICACIONES
PUBLICACIONES-C013-P001,ES-CEDCS-ZARZA-PUBLICACIONES-C013-P001,C013-P001,[Carpeta 1: Fotografía original (en blanco y negro) realizada por el fotógrafo Javier Campano y otros documentos],[s.f.],1 carpeta de conservación,"Reúne material gráfico e impresos de carácter político. Contiene una fotografía original (en blanco y negro) realizada por el fotógrafo Javier Campano, con titulación en el anverso ""Javier Campano. Mitin confederal de San Sebastián de los Reyes, Madrid, 1977"", en la que se registra la composición del símbolo anarquista formado con envases de bebida sobre el suelo en el transcurso del acto político. Se completa con ediciones originales y copias reprográficas de publicaciones y fanzines de propaganda ideológica.",PUBLICACIONES
PUBLICACIONES-C013-P002,ES-CEDCS-ZARZA-PUBLICACIONES-C013-P002,C013-P002,[Carpeta 2: Publicaciones seriadas y prensa ideológica],[s.f.],1 carpeta de conservación,"Reúne publicaciones seriadas y prensa ideológica. El conjunto contiene dos ejemplares impresos del periódico ""CNT"" correspondientes a la edición de marzo de 2005, así como copias reprográficas de publicaciones periódicas, fanzines e impresos de propaganda de temática política y libertaria.",PUBLICACIONES
AUDIOVISUAL-C014,ES-CEDCS-ZARZA-AUDIOVISUAL-C014,C014,[Caja 14: 19 cajas de diapositivas],[s.f.],1 caja de archivo definitivo (contiene 14 cajas de diapositivas).,"Colección de material audiovisual integrada por 19 cajas originales de diapositivas. Los contenedores de conservación se conservan en su mayoría desprovistos de rotulación, con excepción de dos unidades que presentan los epígrafes ""Madrid Royal"" y ""Dinsa Barcelona"".",AUDIOVISUAL
